relevant,Company Li Description
0,"Pineapple Co is the home of Maneesh K. Goyal's entrepreneurial endeavors.  It is the company from which Goyal actively discovers, incubates, launches and supports new ventures."
0,Null
0,"We are a hands-on consultancy solving challenges faced by senior managers. Our team is built around the core values of togetherness, action, trust and joy. We have deep experience in education technology at orgs including at EdSurge, IDEO, Google and Salesforce.org.    "
0,"Driven by the vision to create better communities in our home state of South Carolina and beyond, the partners at Live Oak Investments provide an avenue for private investment in both residential and commercial real estate.    We are currently seeking partnerships with private investors who are interested in leveraging our network of agents, contractors, sellers, and property managers to create passive income streams backed by our portfolio.   If you would like to capitalize on the rapidly growing Upstate South Carolina real estate market, please contact us!"
0,"Joy is an expression of alignment—alignment within ourselves and with the world around us. This is where we start our process, unpacking what brings you joy as it holds so many clues to your well-being.   Together, we’ll explore how you can realign your body with your mind, your inner nature with the outer Nature, and your actions with purpose.  Are you ready to find your way to self-sustaining joy, purpose, and vitality?  Raanah Amjadi, Owner of LILI JADE, Holistic Wellness Coach info@lilijade.com"
0,Null
0,"Democracy Docket is the leading progressive source for information, analysis and opinion about voting rights, elections and democracy.  Founded in 2020 by Democratic voting rights attorney Marc Elias, Democracy Docket delivers expert opinion and commentary on voting and offers detailed information about important litigation and policy that will shape our elections and democratic institutions for years to come. With a comprehensive database of over 560 cases, Democracy Docket tracks and reports on the latest election and voting-related litigation, providing filings, in-depth analysis and up-to-date developments about court proceedings.   Our audience continues to grow with over 100,000 subscribers to our daily and weekly newsletters, nearly 1 million total followers across our social media channels and thousands listening to our rapidly growing weekly podcast co-hosted by Marc Elias and Paige Moskowitz.   By providing our readers with breaking news updates, long-form analysis pieces and op-eds from elected officials, legal experts and voting rights activists, Democracy Docket is committed to helping people everywhere better understand the greatest challenges facing our democracy and what can be done to solve them."
0,"We've already helped many real-estate syndicators raise $100MM+ using Cash Flow Portal. We make it easy for GPs to raise money, streamline operations, and reach investors to win more deals than ever before."
0,"Congruence is a computationally-driven biotechnology company building a unique pipeline of transformative small molecule correctors rationally designed to rescue aberrant protein function.  Our proprietary scalable platform, Revenir™, captures the biophysical features of proteins across their conformational ensembles, in order to identify novel allosteric and cryptic pockets which are virtually screened to generate novel chemical matter."
0,"A stealth startup is a startup company that operates in stealth mode, i.e. that avoids public attention. This may be done to hide information from competitors, or — as part of a marketing strategy — to manage public image. The phenomenon is well known in the venture capital (VC) community. Normally a company would only operate in stealth mode for the first couple of years. As investors may have to disclose funding a stealth startup, their names are made public, but often only a general summary description is known about the company. ""Most entrepreneurs say they are in stealth because they are worried about competitors stealing their ideas. This can be a risk if you have such a simple idea that just by hearing it, someone can replicate it.""​"
0,"Intentional Talent is a recruiting organization and talent marketplace located in Los Angeles, CA. The Intentional Talent team has expertise in a wide array of professional services targeting emerging and scaling companies in the Cannabis / Hemp / CBD and Technology sectors. I&T will offer market effective solutions for quickly addressing staffing needs centered around candidates who have high level expertise in their respective roles. But we are not just a “recruitment firm” but a next level resource for market knowledge and the greatest relationships with our candidates and clients alike. The core belief is that a great candidate experience will almost undoubtedly lead to a great employee experience. "
0,"Neopoetics Studio is a creative research studio specializing in emergent sensory experience design. Innovating in the confluence of neuroaesthetics, corporeality and extended reality, the studio catalyzes next-generation experiences through future-focused art and design research."
0,Null
0,"Official Race Team competing in the UIM E1 World Championship - the world's first all-electric raceboat championship. The E1 Team Miami Team Owner is chart topping, award winning, most successful salsa singer of our time, Marc Anthony."
0,"Somos un centro deportivo dedicado a la escalada fundado por Chris Sharma, considerado uno de los mejores escaladores de todos los tiempos. Sharma Climbing cuenta con tres rocódromos urbanos de alto rendimiento, con más de 10.000 m2 escalables en total.   Todos los centros cuentan con actividades como Yoga, pilates, calistenia, animal movement, TRX y entrenamiento funcional, entre otras. Y ofrecen a su vez cursos de escalada, grupos de entreno y actividades para todos los niveles.  Nuestra misión es hacer de la escalada una práctica deportiva para todos, por ello nuestros centros están adaptados y contamos con un equipo técnico que cuidan de la seguridad del usuario en la sala así cómo de su desarrollo y evolución en esta práctica deportiva. Además, contamos con una amplia oferta gastronómica en nuestro 9Bar+."
0,"Chief is a private membership network for senior executive women. In 2019, co-founders Carolyn Childers and Lindsay Kaplan launched Chief with a mission to change the face of leadership. Today, the Chief community spans the U.S. and UK with 20,000 executive members from VP to the C-Suite. To learn more about membership and the Chief community, visit chief.com. Have a question? Head to chief.com/faq for answers to frequently asked questions."
0,"SoShe is digital health & wellness for new and expecting parents that complements the care of physicians.  SoShe (think #SoSheCanThrive) launched from the core belief that new moms are not getting the support they need to adjust, recover, and thrive. And SoShe is out to change that.   Through online classes, 2.0 tools, telehealth support, and more, SoShe gives paying members access to health information they can trust and a much-needed village of support, including experts in birth, breastfeeding, newborn care, and more.   SoShe is evidence-based, outcomes-driven, and technology-enabled. We believe that the way to improve health outcomes efficiently and effectively is through a combination of high tech + high touch support. And our talented team of business, consumer tech, and maternal health leaders is uniquely positioned to deliver.  For SoShe users, better outcomes means fewer unnecessary C-sections, less postpartum depression and anxiety, more breastfeeding success, and more new moms retained and rising in the workforce. We also believe SoShe can save lives (FYI: the U.S. has the highest maternal mortality rate of any developed country, and the majority are deemed “preventable”). These are win-win for parents, payers, employers, and providers.  SoShe is founded by Shannon Field, a mom of three with 20+ years of experience building consumer tech products for brands including Pinterest, Zillow, and Disney, plus several early stage startups including digital health and marketplaces."
0,Saving airlines the cost—and travelers the times—wasted by air travel disruption.
0,"23andMe, headquartered in Sunnyvale, CA, is a leading consumer genetics and research company. Founded in 2006, the company’s mission is to help people access, understand, and benefit from the human genome. 23andMe has pioneered direct access to genetic information as the only company with multiple FDA authorizations for genetic health risk reports. The company has created the world’s largest crowdsourced platform for genetic research, with 80 percent of its customers electing to participate. The 23andMe research platform has generated more than 180 publications on the genetic underpinnings of a wide range of diseases, conditions, and traits. The platform also powers the 23andMe Therapeutics group, currently pursuing drug discovery programs rooted in human genetics across a spectrum of disease areas, including oncology, respiratory, and cardiovascular diseases, in addition to other therapeutic areas. 23andMe was named as one of the San Francisco Chronicle's Top Workplaces and one of Comparably's Best Places to Work in 2022. CEO, Anne Wojcicki was also named one of Glassdoor’s top CEOs in 2019 and one of Comparably’s ""Best CEOs for Women"" in 2021 and 2022. More information is available at www.23andMe.com."
0,"GLOMADO (GLObal MAkers and DOers) is an online learning platform that offers live, real-time, hands-on, small-group cultural Workshops, led by passionate artisans from around the world.    We were born out of the mission to give people of all backgrounds and ages the ability to explore the world in an affordable, constructive, and accessible way. While world travel is often life-changing, it’s not always within reach. We created GLOMADO in 2019 to make authentic cultural connection and exploration attainable for  everyone, everywhere. Our Learners and Instructors meet virtually from across the globe to participate in culturally rooted work, and both parties leave with a new sense of connectedness and cultural understanding.   Each Workshop weaves yet another thread into the loom of global connection. In an age of growing distance, we want to build bridges over walls, combat fear with connection, and replace judgement with curiosity."
0,Harness the power of Machine Learning & Advanced Data Analytics in one easy-to-use mobile app.  fevr is designed from the ground up with the busy Realtor® in mind.   We meticulously packed the most essential features Realtors® need in one robust and affordable platform.  Made for Real Estate Professionals.  #CatchTheHotMarket
0,"ProjectPro is changing how Data developers get work done and learn. We provide ready-made, reusable software project templates to solve business problems end-to-end.  "
2,"NOCD is the #1 telehealth provider for the treatment of obsessive-compulsive disorder (OCD). OCD is one of the most severe, prevalent, and misunderstood mental health conditions.   NOCD creates access to online therapy for people with OCD through our innovative telehealth platform. In the NOCD app, members can quickly access and schedule live, face-to-face video therapy sessions with our national network of licensed therapists that specialize in Exposure and Response Prevention Therapy (ERP) - considered the ""gold standard"" in OCD treatment. In between sessions, patients have access to 24/7 support through NOCD’s self-help tools and peer communities.  At NOCD, we help people reclaim their lives with clinically proven OCD treatment, by removing barriers to OCD care, and reducing the stigma associated with OCD."
0,"Just Date is reimagining the sugar category by making nutrient dense sweeteners from real fruit. Founded by a doctor, our mission is to help customers enjoy real sugar and natural sweetness that nourish their bodies. This women-owned company has changed hundreds of thousands of customer's relationships with sugar. Just Date flagship SKUs include the award winning Just Date Syrup, made with only one ingredient, organic upcycled dates, Just Pomegranate Syrup, the only version that is free of refined sugar, and our newest product, the functional Just Date Sugar packed with fiber with 1g per teaspoon and 48g per cup, and made from solar dried upcycled kentichi dates."
0,"At Camperoni, we make managing your kids’ schedules manageable. We use the latest technology to find and curate the best local activities, give you easy tools to choose, sign up, and coordinate with friends, then integrate seamlessly into your family’s calendars and communication preferences to make sure you’re on the ball without having to juggle all the balls."
0,"Skorr is a social win-win platform. It is a mobile app that will allow users to rank, monitor and improve their social presence and it is also a portal for brands to do social listening, engaging directly with influencers in order to launch marketing and research campaigns.  Anyone can be an influencer. Skorr will lead the way. Download the app or request a demo of the portal today! "
0,"ArtShare is an equity marketplace for securitizing and trading shares of fine art, a major asset class that is economically idle.  Securitizing via ArtShare enables two new things: 1) Museums get access to new funding streams, art, and patrons at no cost and without any loss of control. 2) Everyday investors get access to an outperforming asset class, combined with the social good of supporting museums and art.  ArtShare creates a new win-win product that fills an important gap between a donation that lacks ROI and a stock share that lacks an emotional connection.  Customers want options to invest and do good.  ArtShare is VC backed with several museum launch partners and a waitlist, planning a public launch in 2024."
0,"Grenova™ is an innovative company that is revolutionizing lab consumables through high-quality waste reduction solutions. Our mission is to lower costs in the laboratory industry and reduce biohazard waste in the environment by delivering groundbreaking approaches in dealing with plastic consumables.   Every year, over 5 million pounds of plastic pipette tips are disposed of in landfills globally after a single use. This drives significant environmental pollution and unnecessary costs. The typical laboratory consumes several thousand pipette tips every day for samples and assay procedures, due to the lack of options for safely cleaning plastic consumables. Such high consumption of plastic tips adds $25,000 to $1.5 million in annual operational costs for laboratories worldwide.  At Grenova™, we know that high consumption of plastic tips is an excessive, avoidable operational cost for companies and a significant contributor to environmental pollution. This is why we decided to create devices that enable labs to wash and recycle pipette tips in large quantities. Grenova devices offer labs the option to reuse plastic tips several times, cutting associated costs by up to 90%. Grenova devices are safe for both the user and the environment, without producing hazardous waste or gases.  visit us at: www.grenovasolutions.com"
0,"Early-stage university spin-out focusing on Super-Resolution Imaging technologies to meet various industry needs in biotechnology, earth observation, and astronomy."
0,"Sprocket is pioneering the world of borderless banking through innovative research for digital banking, payments, and decentralized finance.  Sprocket Financial, LLC is a subsidiary of TS Banking Group, a bank holding company regulated by the United States Federal Reserve.  "
0,"Rebelle takes a 360 approach to storytelling.  With decades of experience on both the creative and business sides of entertainment and media development and production, we find the stories, strategize the best way to get them made and seen, and find multiple touchpoints with the audience across all mediums and platforms.   We make film, television, short form, podcasts, web series, theater, and are open to wherever the future of technology takes us. We will reach a global audience wherever and however they prefer to consume their content.   In addition to the projects we produce, we believe in paying it forward and imparting expertise to others. In this capacity, we provide executive producing or consultancy services to help those who also have stories that align with the Rebelle mission with strategy, financing, and packaging support."
0,"First Women’s Bank will be more than a commercial bank: It will be a first-of-its-kind platform designed to connect small businesses with innovative capital solutions, provide individuals and corporations with opportunities to promote gender equality and build a community that fosters strategic partnerships and inclusion. While we will have a strategic focus on the women's economy, we will compete across traditional banking verticals for all banking clients. The Bank will serve a diverse national deposit and lending market from one flagship location in Chicago. "
0,"JoServ is To explore Internet of Things (IoT) through the lens of humanity which will empower us to readjust to technology and create a better society and push humanity forward.  Simply JoServ is The New Generation of The New Experience in The Internet of Humanity.  JoServ Mobile application, the first Jordanian app simulates the Internet of Humanity [IoH], an interactive Jordanian social platform stands on the inherited values of gloriously.  Based on an integration methodology of Jordanian volunteers from various community organizations, Youth gatherings and volunteers according to their areas of residence and the location of the persons who are requesting aid volunteer through a geographical location, in order to choose the closest volunteers, who are familiar with the needs, requirements and also knowing the applicant himself, characterized by the presence of field supervision from a senior volunteer, who oversees the process of communication between all parties.  The value of the application comes by linking volunteers in the events that need immediate response, supported with pictures, or film, or audio recording or text massage in periods of natural disasters such as snow, that need to be well organized and require collective action for the activities of voluntary collective field events."
0,"Your network knows you best! Fishbowl activates your (former) employees, partners and even clients to scout for talent in their networks. They are uniquely positioned to find people that fit your organization, because they know your culture, values and needs."
0,"The Author Institute helps you #BecomeAnAuthor. We were founded in 2020 by international best-selling author Jason Schenker, to help leaders tell their stories, build their brands, and create new opportunities. We train new and emerging leaders in applied content marketing strategies to boost their corporate and individual profiles. Learners take courses and use training materials to generate original thought leadership content, write professionally meaningful books, and boost their visibility. A certification is also offered for learners who successfully create a book or generate significant content.  The Author Institute training program includes access to The Author Vault® - our proprietary collection of templates, checklists, documents, and a gamified tracker to help you complete writing your book in a short period of time.  Our courses include Content Monster training, to help current and aspiring leaders learn the secrets of content generation beyond book writing to help them become highly visible thought leaders."
0,Null
0,"Tucker’s Farm is a Bermudian goat farm, artisanal cheese dairy, and value-oriented holding company. Our small herd of dairy goats are raised on grains, natural pasture and forage.  "
0,"A stealth startup is a startup company that operates in stealth mode, i.e. that avoids public attention. This may be done to hide information from competitors, or — as part of a marketing strategy — to manage public image. The phenomenon is well known in the venture capital (VC) community. Normally a company would only operate in stealth mode for the first couple of years. As investors may have to disclose funding a stealth startup, their names are made public, but often only a general summary description is known about the company. ""Most entrepreneurs say they are in stealth because they are worried about competitors stealing their ideas. This can be a risk if you have such a simple idea that just by hearing it, someone can replicate it.""​"
1,"Every year billions of hours of human creativity are wasted on repetitive work, such as data entry, form completion, and claim processing. At Mimica, we believe drudgery should be left to machines; humans deserve better. That's why we are developing a new paradigm for automation: our AI learns to perform tasks through observation.  Our software eliminates the need for teams of developers to explicitly program every action users perform, saving months of manual effort and hundreds of thousands of pounds in costs. We flip the traditional paradigm and make automation accessible to everyone.  Imagine your computer learning to take care of your work for you. That's the future we're building."
0,"Thesis is the world’s first personalized brain supplement brand. We understand that everyone's brains are unique and cognitive demands for daily tasks are constantly changing.  Our nootropics are a powerful alternative to stimulants, providing similar benefits, minus the jitters, crash, and side effects.  Powered by the world’s largest data set on the efficacy of nootropics and advised by neuroscientists from Yale, Penn, and MIT, Thesis quickly and safely helps to support increased focus, creativity, energy, and memory in capsule form."
0,"We provide our cutting-edge machine -REPURE- that recycles wastewater at the get-go, in seconds, repeatedly. it is: =COMPACT IN SIZE =EASILY MOVABLE/MOBILE =TIME EFFICIENT =ECO-FRIENDLY =EFFICIENT IN RESULT =INSTALLATION HASSLE-FREE"
0,"I'm Veronica Cuevas, the founder of Lit from Within, and I'm here to help you tap into your inner knowing and find the way forward using tarot cards as your compass. My goal is to offer you a warm, caring space where you can gain insight into yourself and your journey in a relaxed, supportive way.  Whether you're seeking answers to a specific question or simply want to explore your inner self, my tarot readings are designed to provide the clarity and guidance you need to make empowered decisions."
0,"Bloomberg is the world's primary distributor of financial data and a top news provider of the 21st century. A global information and technology company, we use our dynamic network of data, ideas and analysis to solve difficult problems every day. Our customers around the world rely on us to deliver accurate, real-time business and market information that helps them make important financial decisions.    At Bloomberg, we are guided by four core values that are the foundation of our continued success: innovation, collaboration, customer service and doing the right thing.   We harness the power of data and technology to organize, understand and improve our world.   It's our purpose. Come find yours."
0,"Chief is a private membership network for senior executive women. In 2019, co-founders Carolyn Childers and Lindsay Kaplan launched Chief with a mission to change the face of leadership. Today, the Chief community spans the U.S. and UK with 20,000 executive members from VP to the C-Suite. To learn more about membership and the Chief community, visit chief.com. Have a question? Head to chief.com/faq for answers to frequently asked questions."
0,"Premiere Artists Management sets an extremely high standard in artists and organizations that we represent.  Our Management Division will oversee all aspects of our artist’s careers in a holistic fashion, from audition procurement to contract negotiations, and all logistics in between. We ensure that our artists receive the individualized attention and support necessary for them to truly focus on their art, maximizing their career trajectory and potential.  Our Media Division represents artists, opera companies, theaters, and arts-related institutions. We connect our clients with their fanbases, reaching larger audiences in a new, fresh, and exciting way. We curate and manage all aspects of media and publicity strategies by connecting and promoting our clients through:  *Creative Direction *Social Media *Content Creation & Curation *Website Creation & Development *Graphic Design for Digital & Print *Photography *Videography *Copywriting  Through our team’s international connections and unique access to industry leaders, global perspective, and comprehensive fluency of skills, Premiere Artists Management is privy to discovering some of the top talent in the world today, and with that, emerging as a leader in championing 21st century artists and arts-related institutions."
0,"We believe that a more diverse, equitable, and inclusive outdoors benefits everyone. That is why Itacate Foods is proud to invest a portion of our sales towards donations to organizations working to increase DEI in outdoor recreation through our Juntos Outdoors program.  Meals now available for purchase at Itacatefoods.com"
0,"Block Estates is a next generation real estate investment  platform, which will revolutionize and democratize  investments in the real estate market. Our platform  facilitates the use of crypto and fiat currencies to invest  in tangible, high return real estate investments.   Our aim is to give our clients direct access to  investment opportunities in domestic and international  markets, where they can utilize their funds in a secure,  efficient and cost-effective way. "
0,"OpenProtein.AI provides machine learning software and services to allow our customers to push beyond the boundaries of conventional protein engineering to build better products faster, cheaper, and more reliably. Our democratized web platform puts the power of cutting-edge ML tools directly in the hands of biologists. "
0,"The FirstRand Corporate Centre houses many of the critical functions required by a large and complex financial services group. The Corporate Centre’s stakeholders are external, such as regulators, shareholders, global developmental institutions and government; and also internal, mainly the market-leading businesses that service the group’s customers. These critical functions cover risk, compliance, governance, internal audit, treasury, finance and tax amongst many others. They require deep specialist and technical skills and ultimately represent the custodianship of the FirstRand group’s licence to operate.  Employees of the Corporate Centre develop a very unique perspective of the group because nowhere else can you own or be part of a mandate that operates across the portfolio. This allows for both big picture thinking and operational learning. It is also a great place to drive collaboration and a place to have a significant impact.  The Corporate Centre has adopted a blended approach to working, with a focus on balancing remote working and connections with colleagues in the workplace. Face-to-face interactions remain important to its way of working as these connections protect the business’s social capital, which is key to ensuring that FirstRand’s unique culture stays alive and continues to thrive."
0,Backed by Y Combinator
0,"The entire OSW industry wants to buy locally--and their ability to take advantage of steep tax credits and incentives depends on doing so. But when leading research organizations like NREL say there is simply not a domestic supply chain, how will OSW get built?  We are a unified information management platform that sits between buyers and suppliers. On Cut-In, suppliers provide detailed information about their business (e.g., financial, operational, demographic) that match buyers' actual concerns. Suppliers get detailed gap assessments to improve their competitiveness in OSW, while buyers get richer detail about suppliers' actual ability to wok in OSW delivery environments.   Suppliers and buyers track contract outcomes and local content, spend, and hiring in real-time using data provided back to Cut-In by suppliers.  Learn more at www.CutIn.app  "
0,"Welcome to Bijliride! We provide sustainable, eco-friendly and affordable rental solutions for urban mobility. With the rise of urbanization, traffic congestion, and air pollution, we saw a need for a greener alternative to traditional gas-powered vehicles. Whether you're running errands, commuting to work, or just exploring the city, our electric scooters are a fun and efficient way to get around. We understand that the convenience of personal transportation is important, which is why we've made it easy to rent our electric scooters through a user-friendly app. Our app-based booking system and flexible rental options make it simple for customers to enjoy the benefits of electric transportation without the hassle of ownership. We believe that sustainability should be a core value for any modern business, and we're committed to leading by example. At our electric 2-wheeler rental startup, we're proud to be part of the solution to a major environmental problem. By providing a clean and green transportation option and promoting the use of electric scooters, we're helping to reduce the carbon emissions in our cities and improve the quality of life for everyone. We're passionate about making a positive impact on the environment while providing a high-quality service to our customers. That's why we're continually exploring new ways to improve our operations and reduce our environmental impact. But our mission goes beyond. We also believe in fostering a sense of community and collaboration among our customers and partners. We are always looking for ways to support local businesses, promote environmental awareness, and give back to the communities we serve. Join us on the road to a cleaner, greener future. Let's make electric urban mobility the norm, not the exception."
0,"Cado Security is the provider of the first cloud forensics and incident response platform. By leveraging the scale and speed of the cloud, the Cado platform automates forensic-level data capture and processing across cloud, container, and serverless environments. Only Cado empowers security teams to respond at cloud speed."
0,"""I continue to find TechGC to be the single most useful professional group I have been a part of."" - Yvonne Tran, CLO, Schrödinger  ""TechGC provides the resources, opportunities and community to GCs and Deputy GCs that no one else can come close to matching."" - Max Eisenburg, GC, Versant Ventures  ""TechGC is the gold standard for legal peer groups."" - Matt Brady, GC, Point  ""The support from this group is phenomenal. The members are paying it forward all the time."" Melody Williams Dapp, GC, NationBuilder  ""TechGC is by far one of the best industry resources I have come across."" - Jamie Hurewitz, Head of Legal, Mattermost  ""The TechGC community is so broad, active, and chock full of relevant information. I would not consider purchasing any significant product or services without checking the TechGC thread on the topic (or starting one myself and asking my fellow GCs to weigh in)."" - Daniel Doktori, General Counsel, Credly  ""I'm not sure I could do my job without the TechGC community! The group is full of brilliant attorneys who have 'been there, done that'!"" - Emelia Schinke, VP Legal, Filevine  ""One of the best professional growth investments an in-house attorney can make...."" - Matt Rowe, GC, Parallel Wireless  ""TechGC is an amazing community that every lawyer should be a part of."" Jason Kwon, GC, OpenAI  ""This group is not to be missed!"" Kristin Sverchek, President of Business Affairs, Lyft"
0,"Located in Boston, QuEra Computing is a maker of advanced neutral-atoms based quantum computers, pushing the boundaries of what is possible in the industry. Founded in 2018, the company is built on pioneering research recently conducted nearby at both Harvard University and MIT. QuEra is building the industry’s most scalable quantum computers to tackle useful but classically intractable problems for commercially relevant applications. Our signature 256-qubit machine, Aquila, the largest publicly-accessible machine in the world, is available now for general use over the Amazon Braket cloud. For more information, visit us at quera.com."
0,"The Lane Health 𝗖𝗮𝗿𝗱 𝘄𝗶𝘁𝗵 𝗮 𝗛𝗲𝗮𝗿𝘁 is a single solution for all the consumer benefit spending accounts you offer, and it makes high deductible health plans less scary.  The exclusive Lane Health HSA offers your employees greater peace of mind, makes bill paying simpler, more budget friendly and cost effective.  𝗜𝗻𝗰𝗹𝘂𝘀𝗶𝘃𝗲 -- We serve all HDHP members with no contributions required. On-demand, swipe-and-go access to a line of credit with no credit checks.  𝗡𝗼 𝗿𝗶𝘀𝗸 𝘁𝗼 𝗲𝗺𝗽𝗹𝗼𝘆𝗲𝗿𝘀 -- The Advance line of credit is funded through Lane Health with no risk to the employer.  𝗠𝗼𝗿𝗲 𝗮𝘁𝘁𝗿𝗮𝗰𝘁𝗶𝘃𝗲 𝗛𝗗𝗛𝗣𝘀 -- Our HSA Advance offers employees greater financial protection with predictable pre-tax repayments, making high deductibles health plans less scary.  𝗘𝗺𝗽𝗹𝗼𝘆𝗲𝗿 𝗰𝗼𝘀𝘁 𝘀𝗮𝘃𝗶𝗻𝗴𝘀 -- Lower health plan costs and payroll taxes."
0,"We harness the power of data-driven insights and apply it to the sports betting market. With a unique blend of expertise in tech and finance, Four Alpha endeavors to unlock the true potential of sports betting."
0,"New Engineers and its students are shamelessly ambitious and committed to discovering new ways of creating products and services, in ways that serve the companies we work for and the community we are a part of. We have a joyful way of looking at the world, and technology in particular. Curious and driven we explore the possibilities it offers and share those generously with the people around us. We educate engineers at master level. At New Engineers we study, work, learn, develop together"
2,"Protillion Biosciences is a Stanford University spinout commercializing disruptive technology for therapeutic antibody and binder discovery. We have developed an entirely novel, powerful and high-throughput protein display platform designed to revolutionize traditional approaches to the design and development of protein-based drugs."
0,A global healthcare technology leader — boldly attacking the most challenging health problems facing humanity with innovations that transform lives.
0,"Charger Investment Partners is a private equity firm focused on providing capital solutions to middle market companies with a focus on corporate divestitures, recapitalizations, management buyouts and private sales."
2,"CoapTech is bringing a series of breakthrough medical devices to worldwide markets, leveraging a patented, disruptive platform technology called the Point-of-care Ultrasound Magnet Aligned (PUMA) System. The PUMA Platform will disrupt multiple medical procedures, reducing health care costs, and improving efficiency, safety, quality, patient experience, and access to services around the globe.   Invented by Dr. Steven Tropello, a Johns Hopkins-trained critical care physician, the PUMA System enables diagnostic, interventional and therapeutic procedures in hollow organs. The system combines magnetic attraction for device placement guidance, and ubiquitous, low-cost, point-of-care ultrasound for visualization in hollow cavities. Our lead device, the PUMA-G, selected because of its low risk, clear FDA pathway, and strong commercial viability, is for the insertion of Gastrostomy (feeding) tubes.   PUMA-G enables a point-of-care (i.e. bedside, as opposed to operating room) procedure for inserting gastrostomy tubes which can be quickly and easily performed by non-surgical providers. By eliminating specialty suites and specialist consultants, PUMA-G will save hospitals money and improve efficiency and safety for this common procedure. PUMA-G has been validated in human anatomy, and has a streamlined regulatory pathway based on FDA presubmission feedback."
0,"Over the past four years, my administration delivered for Americans of all backgrounds like never before.  Save America is about building on those accomplishments, supporting the brave conservatives who will define the future of the America First Movement, the future of our party, and the future of our beloved country.  Save America is also about ensuring that we always keep America First, in our foreign and domestic policy.  We take pride in our country, we teach the truth about our history, we celebrate our rich heritage and national traditions, and of course, we respect our great American flag.  * We are committed to defending innocent life and to upholding the Judeo-Christian values of our founding fathers.  * We believe in the promise of the Declaration of Independence, that we are all made EQUAL by our Creator, and that we must all be TREATED equal under the law.    *. We know that our rights do not come from government, they come from God, and no earthly force can ever take those rights away.  That includes the right to KEEP AND BEAR ARMS.  * We believe in rebuilding our previously depleted military and ending endless wars our failed politicians of the past got us into for decades.  * We embrace free thought, we welcome robust debate, and we are not afraid to stand up to the oppressive dictates of political correctness.  * We know that the rule of law is the ultimate safeguard of our freedoms, and we affirm that the Constitution means exactly what it says AS WRITTEN.  * We support fair trade, low taxes, and fewer job-killing regulations, and we know that America must always have the most powerful military on the face of the Earth.  * We believe in Law and Order, and we believe that the men and women of law enforcement are HEROES who deserve our absolute support.    * We believe in FREE SPEECH and Fair Elections.  We must ensure fair, honest, transparent and secure elections going forward — where every LEGAL VOTE counts.  "
0,"Wellness coaching powered by a neuroscientific approach to learning and habit-making (and breaking).   We believe that lasting and sustainable change comes from the smallest actions. Through a completely tailored program that adapts to how each person learns, we partner with clients and invest deeply in their success."
0,Welcome to ADUH! ADUH is an urban clothing brand which is based in The Netherlands and that takes their inspiration from the Indonesian culture.
0,A computer vision company focused on delivering AI solutions that elevate the global standard of care in dentistry.
0,Null
0,"10xProduct Managers is a carefully curated community consisting of PMs from diverse backgrounds and experiences. All members have understood the life-changing implications of LLMs and are driven to master them, whether it's for work or a personal side project.  Join our waitlist by adding your details in our website!"
0,"At SimpleHash we’re on a mission to organize the world of NFTs and digital assets.  We build APIs and developer tooling to abstract away this complexity for developers. We index all the major blockchains, take care of the edge cases, ingest all the media, and provide a set of simple to use endpoints to quickly access all this information.  We’re backed by some of the best investors and players in the business, including Y Combinator, Coinbase Ventures, OpenSea Ventures, Funders Club, and a host of extremely accomplished angels, including founders of Segment and Doppler, and early employees of Stripe and 0x."
0,"Branchly is integrating a fragmented healthcare system to make specialized care more inclusive, accessible, and efficient. We make it easy for healthcare organizations and associations to create family-friendly, multilingual directory branches where licensed clinicians and researchers can showcase their expertise, build networks, and help others. With Branchly, families will no longer be burdened with inefficient searches that are so often stressful in challenging situations. We bring choice and efficiency to healthcare decision-making, making the healthcare journey easier from the start."
0,"Package Zen delivers an effortless package management software.    Logging deliveries, notifying the right person, sending reminders, and recording where each delivery ends up can take up to 8 hours for every 100 deliveries.  Package Zen replaces all of those steps with a quick snap of a picture.  Our clients are offices, hotels, residential communities, co-working spaces and more.  Basically anywhere deliveries are made!   We can tailor solutions to your property.     Sign up now for your 30-day free trial: http://packagezen.com/signup"
2,"Spring gives scientists superpowers. We put world-leading technology and easy-to-use software in the hands of researchers working to understand and battle disease.   Our mission is to give scientists the best tools in the world to help them fight disease. We’re bringing new software, design, and machine learning tools to bear on this challenge.  Our approach is to be an extension of industry partners’ teams in their discovery and preclinical efforts; and to build software helping scientists comprehend and make decisions using high-dimensional data.    We're hiring! https://boards.greenhouse.io/springdiscovery"
